source	target	depth
internet of things	digital twin	3
internet of things	edge computing	3
internet of things	four-dimensional product	3
internet of things	home automation	3
internet of things	indoor positioning system	3
internet of things	industry 4.0	3
internet of things	internet of military things	3
internet of things	iot cloud	3
internet of things	network simulation	3
internet of things	open interconnect consortium	3
internet of things	openwsn	3
internet of things	quantified self	3
internet of things	responsive computer-aided design	3
internet of things	smart grid	3
internet of things	web of things	3
yap (company)	evi (software)	3
yap (company)	google voice	3
yap (company)	ivona	3
yap (company)	nuance communications	3
yap (company)	siri	3
yap (company)	spinvox	3
yap (company)	tellme networks	3
yap (company)	vlingo	3
yap (company)	yext	3
yago (database)	commonsense knowledge bases	3
yago (database)	cyc	3
yago (database)	evi (software)	3
yago (database)	wikidata	3
yago (database)	dbpedia	3
siri (software)	amazon alexa	3
siri (software)	blackberry 10	3
siri (software)	cortana (software)	3
siri (software)	celia (virtual assistant)	3
siri (software)	clova (virtual assistant)	3
siri (software)	cyc	3
siri (software)	bixby (virtual assistant)	3
siri (software)	evi (software)	3
siri (software)	google assistant	3
siri (software)	knowledge graph	3
siri (software)	knowledge navigator	3
siri (software)	memex	3
siri (software)	microsoft voice command	3
siri (software)	mycroft (software)	3
siri (software)	one voice technologies	3
siri (software)	prolog	3
siri (software)	s voice	3
siri (software)	virtual assistant	3
siri (software)	viv (software)	3
siri (software)	windows speech recognition	3
siri (software)	wolfram alpha	3
siri (software)	watson (computer)	3
siri (software)	alice (virtual assistant)	3
ivona	google home	3
ivona	homepod	3
ivona	invoke (smart speaker)	3
microsoft agent	embodied agent	3
microsoft agent	bonzibuddy	3
microsoft agent	office assistant	3
microsoft agent	microsoft voice command	3
microsoft agent	cortana	3
microsoft agent	microsoft bob	3
microsoft bob	orphaned technology	3
microsoft bob	packard bell navigator	3
microsoft bob	eworld	3
microsoft bob	office assistant	3
microsoft bob	microsoft agent	3
microsoft bob	cortana	3
office assistant	microsoft bob	3
office assistant	ms. dewey	3
office assistant	tafiti	3
office assistant	tay (bot)	3
office assistant	talking moose	3
office assistant	virtual assistant	3
mobile computing	lists of mobile computers	3
mobile computing	enterprise digital assistant	3
mobile computing	location-based service	3
mobile computing	mobile cloud computing	3
mobile computing	mobile computing and communications review	3
mobile computing	mobile development	3
mobile computing	mobile device management	3
mobile computing	mobile identity management	3
mobile computing	mobile interaction	3
mobile computing	mobile software	3
mobile computing	mobileer	3
mobile computing	mobile rig	3
mobile computing	smart device	3
mobile computing	ubiquitous computing	3
true knowledge	cortana (software)	3
true knowledge	cyber chess	3
true knowledge	cyc	3
true knowledge	ivona	3
true knowledge	siri (software)	3
true knowledge	wolfram alpha	3
true knowledge	yago (database)	3
true knowledge	yap (company)	3
umbel	cyc	3
umbel	dbpedia	3
shrdlu	planner programming language	3
suggested upper merged ontology	semantic translation	3
semantic web	agris	3
semantic web	business semantics management	3
semantic web	computational semantics	3
semantic web	calais (reuters product)	3
semantic web	dbpedia	3
semantic web	entity–attribute–value model	3
semantic web	hyperdata	3
semantic web	internet of things	3
semantic web	linked data	3
semantic web	nextbio	3
semantic web	ontology alignment	3
semantic web	ontology learning	3
semantic web	resource description framework	3
semantic web	web ontology language	3
semantic web	semantic computing	3
semantic web	semantic geospatial web	3
semantic web	semantic heterogeneity	3
semantic web	semantic integration	3
semantic web	semantic matching	3
semantic web	semantic mediawiki	3
semantic web	semantic sensor web	3
semantic web	semantic social network	3
semantic web	semantic technology	3
semantic web	semantic web (journal)	3
semantic web	semantically-interlinked online communities	3
semantic web	smart-m3	3
semantic web	social semantic web	3
semantic web	web engineering	3
semantic web	web resource	3
semantic web	web science	3
mindpixel	never-ending language learning	3
mindpixel	cyc	3
open mind common sense	attempto controlled english	3
open mind common sense	never-ending language learning	3
open mind common sense	mindpixel	3
open mind common sense	thoughttreasure	3
open mind common sense	semantic web	3
open mind common sense	dbpedia	3
open mind common sense	freebase (database)	3
open mind common sense	yago (database)	3
never-ending language learning	cognitive architecture	3
never-ending language learning	computational models of language acquisition	3
never-ending language learning	cyc	3
never-ending language learning	darwin among the machines	3
never-ending language learning	the adolescence of p-1	3
never-ending language learning	never-ending image learner	3
large scale concept ontology for multimedia	multimedia web ontology language	3
large scale concept ontology for multimedia	mowl	3
freebase (database)	babelnet	3
freebase (database)	cyc	3
freebase (database)	dbpedia	3
freebase (database)	entity–relationship model	3
freebase (database)	true knowledge	3
freebase (database)	yago (database)	3
freebase (database)	knowledge vault	3
freebase (database)	wikidata	3
darpa agent markup language	artificial intelligence	3
darpa agent markup language	case-based reasoning	3
darpa agent markup language	expert system	3
darpa agent markup language	aerotext	3
categorical logic	history of topos theory	3
chinese room	computational models of language acquisition	3
chinese room	emergent behavior	3
chinese room	no true scotsman	3
chinese room	philosophical zombie	3
chinese room	sorites paradox	3
chinese room	synthetic intelligence	3
chinese room	i am a strange loop	3
babelnet	babelfy	3
babelnet	eurowordnet	3
babelnet	knowledge acquisition	3
babelnet	linguistic linked open data	3
babelnet	semantic network	3
babelnet	semantic relatedness	3
babelnet	wikidata	3
babelnet	wiktionary	3
babelnet	word sense induction	3
babelnet	uby	3
subtitle (captioning)	airscript	3
subtitle (captioning)	camtasia	3
subtitle (captioning)	comparison of subtitle editors	3
subtitle (captioning)	comparison of video player software	3
subtitle (captioning)	dubbing (filmmaking)	3
subtitle (captioning)	interactive transcripts	3
subtitle (captioning)	intertitle	3
subtitle (captioning)	karaoke	3
subtitle (captioning)	kameraflage	3
subtitle (captioning)	subtitle editor	3
subtitle (captioning)	surtitles	3
subtitle (captioning)	same language subtitling	3
subtitle (captioning)	synchronized multimedia integration language	3
subtitle (captioning)	telop	3
subtitle (captioning)	time shifting	3
subtitle (captioning)	transcription (linguistics)	3
subtitle (captioning)	wysiwyg	3
timeline of speech and voice recognition	speech recognition	3
voicexml	ecmascript	3
voicexml	openvxi	3
voicexml	scxml	3
voxforge	speech recognition in linux	3
speech recognition software for linux	speech interface guideline	3
speech analytics	customer intelligence	3
speech analytics	customer dynamics	3
speech analytics	speech recognition	3
speech interface guideline	human-computer interaction	3
speech interface guideline	human interface guidelines	3
speech interface guideline	speech processing	3
speech interface guideline	speech recognition	3
speech interface guideline	speech technology	3
speaker recognition	ai effect	3
speaker recognition	applications of artificial intelligence	3
speaker recognition	speaker diarisation	3
speaker recognition	speech recognition	3
speaker recognition	voice changer	3
origin of speech	animal communication	3
origin of speech	deception in animals	3
origin of speech	evolutionary anthropology	3
origin of speech	evolutionary linguistics	3
origin of speech	essay on the origin of languages	3
origin of speech	human evolution	3
origin of speech	language acquisition	3
origin of speech	linguistic anthropology	3
origin of speech	linguistic universals	3
origin of speech	neurobiological origins of language	3
origin of speech	origins of society	3
origin of speech	origin of language	3
origin of speech	physical anthropology	3
origin of speech	proto-language	3
origin of speech	proto-human language	3
origin of speech	recent african origin of modern humans	3
origin of speech	signalling theory	3
origin of speech	sociocultural evolution	3
origin of speech	symbolic culture	3
origin of speech	universal grammar	3
mondegreen	am i right	3
mondegreen	ambiguity	3
mondegreen	bushism	3
mondegreen	folk etymology	3
mondegreen	mad gab	3
mondegreen	mcgurk effect	3
mondegreen	mind rhyme	3
mondegreen	pareidolia	3
mondegreen	parody music	3
mondegreen	yanny or laurel	3
kinect	dreameye	3
kinect	eyetoy	3
kinect	xbox live vision	3
google voice search	microsoft cortana	3
google voice search	siri	3
cache language model	artificial intelligence	3
cache language model	history of natural language processing	3
cache language model	history of machine translation	3
cache language model	speech recognition	3
cache language model	statistical machine translation	3
automotive head unit	aftermarket (automotive)	3
automotive head unit	android auto	3
automotive head unit	carplay	3
automotive head unit	connectors for car audio	3
automotive head unit	vehicle audio	3
audio mining	speech analytics	3
audio mining	music information retrieval	3
audio mining	statistical machine translation	3
articulatory speech recognition	speech recognition	3
articulatory speech recognition	articulatory synthesis	3
articulatory speech recognition	automated lip reading	3
articulatory speech recognition	computational linguistics	3
alpac	georgetown-ibm experiment	3
alpac	an/gsq-16	3
alpac	history of artificial intelligence	3
alpac	history of machine translation	3
alpac	ai winter	3
alpac	lighthill report	3
ai effect	chinese room	3
ai effect	eliza effect	3
ai effect	functionalism (philosophy of mind)	3
ai effect	god of the gaps	3
ai effect	history of artificial intelligence	3
ai effect	moravec's paradox	3
ai effect	moving the goalposts	3
part-of-speech tagging	semantic net	2
part-of-speech tagging	sliding window based part-of-speech tagging	2
part-of-speech tagging	trigram tagger	2
natural language user interface	conversational user interface	2
natural language user interface	natural user interface	2
natural language user interface	natural-language programming	2
natural language user interface	voice user interface	2
natural language user interface	chatbot	2
natural language user interface	noisy text	2
natural language user interface	question answering	2
natural language user interface	selection-based search	2
natural language user interface	semantic search	2
natural language user interface	semantic query	2
natural language user interface	semantic web	2
semantic net	abstract semantic graph	3
semantic net	chunking (psychology)	3
semantic net	cmaptools	3
semantic net	concept map	3
semantic net	network diagram	3
semantic net	ontology (information science)	3
semantic net	repertory grid	3
semantic net	semantic lexicon	3
semantic net	semantic similarity network	3
semantic net	semantic neural network	3
semantic net	semeval	3
semantic net	semantic analysis (computational)	3
semantic net	sparse distributed memory	3
semantic net	taxonomy (general)	3
semantic net	unified medical language system	3
semantic net	resource description framework	3
semantic net	cognition network technology	3
semantic net	lexipedia	3
semantic net	opencog	3
semantic net	open mind common sense	3
semantic net	schema.org	3
semantic net	snomed ct	3
semantic net	universal networking language	3
semantic net	wikidata	3
semantic net	freebase (database)	3
semantic query	attention	3
semantic query	dataspaces	3
semantic query	knowledge representation	3
semantic query	linked data	3
semantic query	ontology alignment	3
semantic query	philosophy	3
semantic query	semantic integration	3
semantic query	semantic publishing	3
semantic query	semantics of business vocabulary and business rules	3
semantic query	sparql	3
semantic search	semantic web	3
semantic search	semantic unification	3
semantic search	resource description framework	3
semantic search	natural language search engine	3
semantic search	semantic query	3
selection-based search	accelerator (internet explorer)	3
selection-based search	smart tags (microsoft)	3
selection-based search	yahoo search	3
selection-based search	spotlight (software)	3
noisy text	data corruption	3
noisy text	jargon	3
noisy text	leet speak	3
noisy text	natural language understanding	3
noisy text	noisy channel	3
voice user interface	speech recognition	3
voice user interface	speech synthesis	3
voice user interface	natural language user interface	3
voice user interface	user interface engineering	3
voice user interface	voice browser	3
voice user interface	voice command	3
voice user interface	speech recognition in linux	3
voice user interface	linguatronic	3
voice user interface	home automation	3
voice user interface	voice computing	3
natural-language programming	controlled natural language	3
natural-language programming	context-free language	3
natural-language programming	domain-specific language	3
natural-language programming	end-user programming	3
natural-language programming	knowledge representation	3
natural-language programming	natural-language processing	3
natural-language programming	automatic programming	3
natural-language programming	very high-level programming language	3
natural-language programming	applescript	3
natural-language programming	attempto controlled english	3
natural-language programming	cobol	3
natural-language programming	cleartalk	3
natural-language programming	flow-matic	3
natural-language programming	hypertalk	3
natural-language programming	inform 7	3
natural-language programming	joss	3
natural-language programming	sensetalk	3
natural-language programming	software ag	3
natural-language programming	transcript (programming language)	3
natural-language programming	structured query language	3
natural-language programming	xtalk	3
natural user interface	edusim	3
natural user interface	eye tracking	3
natural user interface	kinetic user interface	3
natural user interface	organic user interface	3
natural user interface	intelligent personal assistant	3
natural user interface	post-wimp	3
natural user interface	scratch input	3
natural user interface	spatial navigation	3
natural user interface	tangible user interface	3
natural user interface	touch user interface	3
natural language programming	controlled natural language	2
natural language programming	context-free language	2
natural language programming	domain-specific language	2
natural language programming	end-user programming	2
natural language programming	knowledge representation	2
natural language programming	natural-language processing	2
natural language programming	automatic programming	2
natural language programming	very high-level programming language	2
natural language programming	applescript	2
natural language programming	attempto controlled english	2
natural language programming	cobol	2
natural language programming	cleartalk	2
natural language programming	flow-matic	2
natural language programming	hypertalk	2
natural language programming	inform 7	2
natural language programming	joss	2
natural language programming	sensetalk	2
natural language programming	software ag	2
natural language programming	transcript (programming language)	2
natural language programming	structured query language	2
natural language programming	xtalk	2
mathematica	comparison of multi-paradigm programming languages	2
mathematica	comparison of numerical analysis software	2
mathematica	comparison of programming languages	2
mathematica	comparison of regular expression engines	2
mathematica	computational x	2
mathematica	dynamic programming language	2
mathematica	fourth-generation programming language	2
mathematica	functional programming	2
mathematica	literate programming	2
mathematica	mathematical markup language	2
mathematica	mathematical software	2
mathematica	wolfram alpha	2
mathematica	wolfram language	2
mathematica	wolfram systemmodeler	2
deep linguistic processing	combinatory categorial grammar	2
deep linguistic processing	head-driven phrase structure grammar	2
deep linguistic processing	lexical functional grammar	2
deep linguistic processing	natural language processing	2
deep linguistic processing	tree-adjoining grammar	2
information extraction	ontology extraction	2
information extraction	applications of artificial intelligence	2
information extraction	concept mining	2
information extraction	darpa tipster program	2
information extraction	enterprise search	2
information extraction	faceted search	2
information extraction	knowledge extraction	2
information extraction	named entity recognition	2
information extraction	nutch	2
information extraction	semantic translation	2
information extraction	textmining	2
information extraction	table extraction	2
information extraction	web scraping	2
information extraction	open information extraction	2
information extraction	data extraction	2
structured query language	b:sql	3
structured query language	object database	3
structured query language	comparison of relational database management systems	3
structured query language	comparison of object–relational database management systems	3
structured query language	d (data language specification)	3
structured query language	query by example	3
structured query language	sql syntax	3
structured query language	pl/sql	3
structured query language	transact-sql	3
structured query language	online transaction processing	3
structured query language	online analytical processing	3
structured query language	data warehouse	3
structured query language	relational data stream management system	3
structured query language	nosql	3
structured query language	mumps	3
structured query language	hierarchical database model	3
structured query language	star schema	3
structured query language	snowflake schema	3
xtalk	cleartalk	3
web scraping	archive.today	3
web scraping	comparison of feed aggregators	3
web scraping	data scraping	3
web scraping	data wrangling	3
web scraping	importer (computing)	3
web scraping	job wrapping	3
web scraping	knowledge extraction	3
web scraping	opensocial	3
web scraping	scraper site	3
web scraping	fake news website	3
web scraping	blog scraping	3
web scraping	spamdexing	3
web scraping	domain name drop list	3
web scraping	text corpus	3
web scraping	web archiving	3
web scraping	web crawler	3
web scraping	offline reader	3
web scraping	link farm	3
web scraping	search engine scraping	3
data extraction	information extraction	3
data extraction	data retrieval	3
data extraction	extract, transform, load	3
data extraction	data mining	3
nutch	faceted search	3
nutch	information extraction	3
nutch	enterprise search	3
textmining	concept mining	3
textmining	document processing	3
textmining	full text search	3
textmining	market sentiment	3
textmining	name resolution (semantics and text extraction)	3
textmining	named entity recognition	3
textmining	news analytics	3
textmining	ontology learning	3
textmining	record linkage	3
textmining	sequential pattern mining	3
textmining	w-shingling	3
textmining	web mining	3
semantic translation	data mapping	3
semantic translation	federated search	3
semantic translation	intelligent agents	3
semantic translation	iso/iec 11179	3
semantic translation	national information exchange model	3
semantic translation	semantic heterogeneity	3
semantic translation	semantic mapper	3
semantic translation	semantic web	3
semantic translation	vocabulary-based transformation	3
semantic translation	web ontology language	3
named entity recognition	controlled vocabulary	3
named entity recognition	coreference	3
named entity recognition	entity linking	3
named entity recognition	information extraction	3
named entity recognition	knowledge extraction	3
named entity recognition	onomastics	3
named entity recognition	record linkage	3
named entity recognition	smart tag (microsoft)	3
knowledge extraction	cluster analysis	3
knowledge extraction	data archaeology	3
faceted search	enterprise search	3
faceted search	exploratory search	3
faceted search	faceted classification	3
faceted search	human–computer information retrieval	3
faceted search	information extraction	3
faceted search	nosql	3
faceted search	voxound	3
darpa tipster program	message understanding conference	3
darpa tipster program	text retrieval conference	3
enterprise search	collaborative search engine	3
enterprise search	comparison of enterprise search software	3
enterprise search	data defined storage	3
enterprise search	enterprise bookmarking	3
enterprise search	enterprise information access	3
enterprise search	faceted search	3
enterprise search	information extraction	3
enterprise search	knowledge management	3
enterprise search	text mining	3
enterprise search	vertical search	3
concept mining	formal concept analysis	3
concept mining	information extraction	3
concept mining	compound term processing	3
ontology extraction	automatic taxonomy construction	3
ontology extraction	computational linguistics	3
ontology extraction	ontology (computer science)	3
ontology extraction	information extraction	3
ontology extraction	natural language understanding	3
ontology extraction	semantic web	3
ontology extraction	text mining	3
lexical functional grammar	glue semantics	3
lexical functional grammar	syntax-semantics interface	3
lexical functional grammar	head-driven phrase structure grammar	3
lexical functional grammar	relational grammar	3
lexical functional grammar	tree-adjoining grammar	3
head-driven phrase structure grammar	lexical-functional grammar	3
head-driven phrase structure grammar	minimal recursion semantics	3
head-driven phrase structure grammar	relational grammar	3
head-driven phrase structure grammar	situation semantics	3
head-driven phrase structure grammar	syntax	3
head-driven phrase structure grammar	transformational grammar	3
head-driven phrase structure grammar	type description language	3
combinatory categorial grammar	categorial grammar	3
combinatory categorial grammar	combinatory logic	3
combinatory categorial grammar	embedded pushdown automaton	3
combinatory categorial grammar	link grammar	3
combinatory categorial grammar	type shifter	3
wolfram systemmodeler	openmodelica	3
wolfram systemmodeler	jmodelica.org	3
wolfram systemmodeler	amesim	3
wolfram systemmodeler	apmonitor	3
wolfram systemmodeler	modelica	3
wolfram systemmodeler	mathematica	3
wolfram systemmodeler	scientific modelling	3
wolfram systemmodeler	simulation	3
wolfram systemmodeler	simulink	3
wolfram systemmodeler	computer simulation	3
wolfram systemmodeler	dymola	3
wolfram systemmodeler	simulationx	3
wolfram systemmodeler	maplesim	3
wolfram language	notebook interface	3
mathematical markup language	comparison of document markup languages	3
literate programming	documentation generator	3
literate programming	notebook interface	3
literate programming	sweave	3
literate programming	knitr	3
literate programming	self-documenting code	3
fourth-generation programming language	first-generation programming language	3
fourth-generation programming language	second-generation programming language	3
fourth-generation programming language	third-generation programming language	3
fourth-generation programming language	fifth-generation programming language	3
fourth-generation programming language	domain-specific programming language	3
fourth-generation programming language	rapid application development	3
functional programming	purely functional programming	3
functional programming	comparison of programming paradigms	3
functional programming	eager evaluation	3
functional programming	nested function	3
functional programming	inductive functional programming	3
functional programming	functional reactive programming	3
dynamic programming language	comparison of programming languages	3
dynamic programming language	name binding	3
dynamic programming language	von neumann architecture	3
computational x	computational thinking	3
comparison of regular expression engines	regular expression	3
comparison of programming languages	comparison of basic instructions of programming languages	3
comparison of programming languages	comparison of programming languages (syntax)	3
comparison of programming languages	comparison of programming paradigms	3
comparison of programming languages	comparison of integrated development environments	3
comparison of programming languages	comparison of multi-paradigm programming languages	3
comparison of programming languages	measuring programming language popularity	3
comparison of programming languages	tiobe index	3
comparison of numerical analysis software	comparison of computer algebra systems	3
comparison of numerical analysis software	comparison of deep-learning software	3
comparison of numerical analysis software	comparison of statistical packages	3
comparison of multi-paradigm programming languages	programming paradigm	3
comparison of multi-paradigm programming languages	domain-specific programming language	3
comparison of multi-paradigm programming languages	domain-specific multimodeling	3
transcript (programming language)	metacard	3
transcript (programming language)	hypercard	3
hypertalk	inform	3
inform 7	inform version history	3
inform 7	tads	3
cleartalk	attempto controlled english	3
cleartalk	newspeak	3
cleartalk	xtalk	3
cobol	blis/cobol	3
cobol	cobol resource	3
cobol	codasyl	3
cobol	comparison of programming languages	3
attempto controlled english	gellish	3
attempto controlled english	natural language processing	3
attempto controlled english	natural language programming	3
attempto controlled english	structured english	3
attempto controlled english	cleartalk	3
attempto controlled english	inform 7	3
very high-level programming language	automatic programming	3
very high-level programming language	low-level programming language	3
very high-level programming language	third-generation programming language	3
very high-level programming language	fourth-generation programming language	3
very high-level programming language	fifth-generation programming language	3
very high-level programming language	feature oriented programming	3
applescript	bbedit	3
automatic programming	automatic bug fixing	3
automatic programming	automated machine learning	3
automatic programming	comparison of code generation tools	3
automatic programming	feature-oriented programming	3
automatic programming	language-oriented programming	3
automatic programming	modeling language	3
automatic programming	program transformation	3
automatic programming	semantic translation	3
automatic programming	vocabulary-based transformation	3
automatic programming	fourth-generation programming language	3
automatic programming	low-code development platforms	3
knowledge representation	alphabet of human thought	3
knowledge representation	belief revision	3
knowledge representation	chunking (psychology)	3
knowledge representation	commonsense knowledge base	3
knowledge representation	conceptual graph	3
knowledge representation	datr	3
knowledge representation	logico-linguistic modeling	3
knowledge representation	personal knowledge base	3
knowledge representation	knowledge graph	3
knowledge representation	knowledge management	3
knowledge representation	semantic technology	3
knowledge representation	valuation-based system	3
natural-language processing	1 the road	3
natural-language processing	automated essay scoring	3
natural-language processing	biomedical text mining	3
natural-language processing	compound term processing	3
natural-language processing	computational linguistics	3
natural-language processing	computer-assisted reviewing	3
natural-language processing	controlled natural language	3
natural-language processing	deep learning	3
natural-language processing	deep linguistic processing	3
natural-language processing	distributional semantics	3
natural-language processing	foreign language reading aid	3
natural-language processing	foreign language writing aid	3
natural-language processing	information extraction	3
natural-language processing	information retrieval	3
natural-language processing	language and communication technologies	3
natural-language processing	language technology	3
natural-language processing	latent semantic indexing	3
natural-language processing	native-language identification	3
natural-language processing	natural language programming	3
natural-language processing	natural language user interface	3
natural-language processing	query expansion	3
natural-language processing	query understanding	3
natural-language processing	reification (linguistics)	3
natural-language processing	speech processing	3
natural-language processing	spoken dialogue systems	3
natural-language processing	text-proofing	3
natural-language processing	text simplification	3
natural-language processing	transformer (machine learning model)	3
natural-language processing	truecasing	3
natural-language processing	question answering	3
natural-language processing	word2vec	3
end-user programming	automatic programming	3
end-user programming	end-user computing	3
end-user programming	low-code development platforms	3
end-user programming	natural language programming	3
end-user programming	situational application	3
end-user programming	software engineering	3
domain-specific language	language workbench	3
domain-specific language	architecture description language	3
domain-specific language	domain-specific entertainment language	3
domain-specific language	language for specific purposes	3
domain-specific language	jargon	3
domain-specific language	metalinguistic abstraction	3
domain-specific language	programming domain	3
controlled natural language	constructed language	3
controlled natural language	knowledge representation and reasoning	3
controlled natural language	natural language processing	3
controlled natural language	controlled vocabulary	3
controlled natural language	controlled language in machine translation	3
controlled natural language	structured english	3
controlled natural language	simple english wikipedia	3
discourse representation theory	combinatory categorial grammar	2
discourse representation theory	donkey pronoun	2
discourse representation theory	montague grammar	2
discourse representation theory	segmented discourse representation theory	2
computational linguistics	artificial intelligence in fiction	2
computational linguistics	collostructional analysis	2
computational linguistics	computational lexicology	2
computational linguistics	computational linguistics (journal)	2
computational linguistics	computational models of language acquisition	2
computational linguistics	computational semantics	2
computational linguistics	computational semiotics	2
computational linguistics	computer-assisted reviewing	2
computational linguistics	dialog systems	2
computational linguistics	glottochronology	2
computational linguistics	grammar induction	2
computational linguistics	human speechome project	2
computational linguistics	internet linguistics	2
computational linguistics	lexicostatistics	2
computational linguistics	natural language processing	2
computational linguistics	natural language user interface	2
computational linguistics	quantitative linguistics	2
computational linguistics	semantic relatedness	2
computational linguistics	semantometrics	2
computational linguistics	systemic functional linguistics	2
computational linguistics	translation memory	2
computational linguistics	universal networking language	2
computational semantics	discourse representation theory	2
computational semantics	formal semantics (natural language)	2
computational semantics	minimal recursion semantics	2
computational semantics	natural language understanding	2
computational semantics	semantic compression	2
computational semantics	semantic parsing	2
computational semantics	semantic web	2
computational semantics	semeval	2
computational semantics	wordnet	2
montague grammar	categorial grammar	3
montague grammar	continuation-passing style	3
montague grammar	kripke semantics	3
montague grammar	situation semantics	3
montague grammar	temperature paradox	3
segmented discourse representation theory	speech act	3
segmented discourse representation theory	contrast (linguistics)	3
universal networking language	semantic network	3
universal networking language	abstract semantic graph	3
universal networking language	semantic translation	3
universal networking language	semantic unification	3
universal networking language	abstract meaning representation	3
wordnet	lexical markup framework	3
wordnet	machine-readable dictionary	3
wordnet	synonym ring	3
wordnet	taxonomy (general)	3
wordnet	thoughttreasure	3
semantic parsing	automatic programming	3
semantic parsing	class (philosophy)	3
semantic parsing	formal semantics (linguistics)	3
semantic parsing	information extraction	3
semantic parsing	information retrieval	3
semantic parsing	question answering	3
semantic parsing	semantic analysis (linguistics)	3
semantic parsing	semantic role labeling	3
semantic parsing	statistical semantics	3
semantic parsing	syntax	3
semantic parsing	type–token distinction	3
semeval	computational semantics	3
semeval	natural language processing	3
semeval	word sense	3
semeval	semantic analysis (computational)	3
natural language understanding	computational semantics	3
natural language understanding	computational linguistics	3
natural language understanding	discourse representation theory	3
natural language understanding	deep linguistic processing	3
natural language understanding	history of natural language processing	3
natural language understanding	information extraction	3
natural language understanding	mathematica	3
natural language understanding	natural language programming	3
natural language understanding	natural language user interface	3
natural language understanding	siri (software)	3
natural language understanding	wolfram alpha	3
natural language understanding	open information extraction	3
natural language understanding	part-of-speech tagging	3
natural language understanding	speech recognition	3
semantic compression	controlled natural language	3
semantic compression	information theory	3
semantic compression	lexical substitution	3
semantic compression	quantities of information	3
semantic compression	text simplification	3
minimal recursion semantics	delph-in	3
formal semantics (natural language)	alternative semantics	3
formal semantics (natural language)	barbara partee	3
formal semantics (natural language)	compositionality	3
formal semantics (natural language)	computational semantics	3
formal semantics (natural language)	discourse representation theory	3
formal semantics (natural language)	dynamic semantics	3
formal semantics (natural language)	inquisitive semantics	3
formal semantics (natural language)	philosophy of language	3
formal semantics (natural language)	pragmatics	3
formal semantics (natural language)	richard montague	3
formal semantics (natural language)	montague grammar	3
semantic relatedness	analogy	3
semantic relatedness	componential analysis	3
semantic relatedness	coherence (linguistics)	3
semantic relatedness	levenshtein distance	3
semantic relatedness	semantic differential	3
semantic relatedness	semantic similarity network	3
semantic relatedness	terminology extraction	3
semantic relatedness	word2vec	3
systemic functional linguistics	michael halliday	3
systemic functional linguistics	ruqaiya hasan	3
systemic functional linguistics	mary macken-horarik	3
systemic functional linguistics	c.m.i.m. matthiessen	3
systemic functional linguistics	j.r. martin	3
systemic functional linguistics	mary j. schleppegrell	3
systemic functional linguistics	systemic functional grammar	3
systemic functional linguistics	nominal group (language)	3
translation memory	comparison of computer-assisted translation tools	3
translation memory	translation	3
translation memory	text corpus	3
translation memory	computer-assisted reviewing	3
translation memory	translation software	3
translation memory	parallel text	3
translation memory	online bilingual concordance	3
quantitative linguistics	quantitative comparative linguistics	3
lexicostatistics	basic english	3
lexicostatistics	cognate	3
lexicostatistics	comparative linguistics	3
lexicostatistics	comparative method	3
lexicostatistics	global lexicostatistical database	3
lexicostatistics	glottochronology	3
lexicostatistics	historical linguistics	3
lexicostatistics	indo-european studies	3
lexicostatistics	intercontinental dictionary series	3
lexicostatistics	linguistic distance	3
lexicostatistics	mass lexical comparison	3
lexicostatistics	proto-language	3
lexicostatistics	swadesh list	3
glottochronology	basic english	3
glottochronology	cognate	3
glottochronology	dolgopolsky list	3
glottochronology	historical linguistics	3
glottochronology	indo-european studies	3
glottochronology	leipzig–jakarta list	3
glottochronology	lexicostatistics	3
glottochronology	mass lexical comparison	3
glottochronology	proto-language	3
glottochronology	quantitative comparative linguistics	3
glottochronology	swadesh list	3
grammar induction	artificial grammar learning	3
grammar induction	example-based machine translation	3
grammar induction	inductive programming	3
grammar induction	kolmogorov complexity	3
grammar induction	language identification in the limit	3
grammar induction	straight-line grammar	3
grammar induction	syntactic pattern recognition	3
internet linguistics	internet slang	3
internet linguistics	stylistics (linguistics)	3
internet linguistics	standard english	3
internet linguistics	enron corpus	3
internet linguistics	enron corporation	3
internet linguistics	applied linguistics	3
internet linguistics	glossary of internet-related terminology	3
internet linguistics	:de:internetlinguistik	3
dialog systems	call avoidance	3
computer-assisted reviewing	computer-assisted translation	3
computer-assisted reviewing	language industry	3
computer-assisted reviewing	translation memory	3
computational semiotics	artificial intelligence	3
computational semiotics	computational linguistics	3
computational semiotics	computer-human interaction	3
computational semiotics	formal language	3
computational semiotics	information theory	3
computational semiotics	knowledge representation	3
computational semiotics	computational semantics	3
computational semiotics	logic of information	3
computational semiotics	meaning (semiotics)	3
computational semiotics	natural language	3
computational semiotics	relational database	3
computational semiotics	semiotic engineering	3
computational semiotics	semiotic information theory	3
computational semiotics	user interface	3
artificial intelligence in fiction	biology in fiction	3
artificial intelligence in fiction	darwin among the machines	3
artificial intelligence in fiction	machine rule	3
artificial intelligence in fiction	simulated consciousness (science fiction)	3
speech recognition in linux	speech interface guideline	3
voice browser	call control extensible markup language	3
voice browser	speech recognition grammar specification	3
voice browser	semantic interpretation for speech recognition	3
voice browser	speech synthesis markup language	3
voice browser	pronunciation lexicon specification	3
voice browser	ecmascript	3
user interface engineering	chief experience officer	3
user interface engineering	cognitive dimensions	3
user interface engineering	discoverability	3
user interface engineering	experience design	3
user interface engineering	gender hci	3
